assists,evGoals,evPoints,faceoffWinPct,gameWinningGoals,gamesPlayed,goals,lastName,otGoals,penaltyMinutes,playerId,plusMinus,points,pointsPerGame,positionCode,ppGoals,ppPoints,seasonId,shGoals,shPoints,shootingPct,shootsCatches,shots,skaterFullName,teamAbbrevs,timeOnIcePerGame
31,10,35,,1,81,12,Bouchard,0,28,8480803,10,43,0.53086,D,2,7,20212022,0,1,0.058530000000000006,R,205,Evan Bouchard,EDM,1188.2962
32,6,26,,2,82,8,Bouchard,1,28,8480803,6,40,0.48780000000000007,D,2,13,20222023,0,1,0.051280000000000006,R,156,Evan Bouchard,EDM,1110.9878
3,1,4,,0,14,2,Bouchard,0,2,8480803,-2,5,0.35714,D,1,1,20202021,0,0,0.05263,R,38,Evan Bouchard,EDM,890.0714
0,0,0,,0,7,1,Bouchard,0,2,8480803,-5,1,0.14285,D,1,1,20182019,0,0,0.1,R,10,Evan Bouchard,EDM,741.2857
54,15,56,0.52463,2,82,27,Pavelski,0,14,8470794,11,81,0.9878000000000001,C,12,25,20212022,0,0,0.125,R,216,Joe Pavelski,DAL,1108.439
49,15,49,0.5341,2,82,28,Pavelski,0,8,8470794,42,77,0.9390200000000001,C,13,27,20222023,0,1,0.15217,R,184,Joe Pavelski,DAL,1063.3658
26,25,42,0.53185,6,75,38,Pavelski,1,22,8470794,-4,64,0.85333,C,12,21,20182019,1,1,0.20212000000000002,R,188,Joe Pavelski,SJS,1142.64
26,12,30,0.5201100000000001,4,56,25,Pavelski,0,16,8470794,22,51,0.91071,C,13,21,20202021,0,0,0.17985,R,139,Joe Pavelski,DAL,1141.3214
17,8,19,0.53834,3,67,14,Pavelski,2,29,8470794,6,31,0.46268000000000004,C,6,11,20192020,0,1,0.112,R,125,Joe Pavelski,DAL,1015.8656
46,21,53,0.5590700000000001,4,82,28,Kopitar,0,4,8471685,20,74,0.9024300000000001,C,7,20,20222023,0,1,0.16568000000000002,L,169,Anze Kopitar,LAK,1218.1341
48,13,44,0.5685800000000001,4,81,19,Kopitar,0,14,8471685,-6,67,0.8271600000000001,C,6,22,20212022,0,1,0.09047000000000001,L,210,Anze Kopitar,LAK,1246.1604
41,13,40,0.55152,5,70,21,Kopitar,1,16,8471685,6,62,0.8857100000000001,C,7,21,20192020,1,1,0.15555000000000002,L,135,Anze Kopitar,LAK,1262.4
38,19,39,0.5508500000000001,3,81,22,Kopitar,0,30,8471685,-20,60,0.7407400000000001,C,1,19,20182019,2,2,0.14102,L,156,Anze Kopitar,LAK,1338.395
37,10,27,0.57279,4,56,13,Kopitar,0,10,8471685,-7,50,0.89285,C,3,23,20202021,0,0,0.11016000000000001,L,118,Anze Kopitar,LAK,1270.9642
64,23,59,0.42857000000000006,9,79,36,Marchand,3,96,8473419,15,100,1.26582,L,10,34,20182019,3,7,0.15584,L,231,Brad Marchand,BOS,1177.4177
59,22,56,0.43137000000000003,5,70,28,Marchand,0,82,8473419,25,87,1.24285,L,5,28,20192020,1,3,0.15135,L,185,Brad Marchand,BOS,1167.1285
48,23,51,0.34146000000000004,6,70,32,Marchand,1,97,8473419,16,80,1.14285,L,7,27,20212022,2,2,0.13223000000000001,L,242,Brad Marchand,BOS,1154.9
40,21,44,0.31428,5,53,29,Marchand,1,46,8473419,26,69,1.3018800000000001,L,4,18,20202021,4,7,0.20279000000000003,L,143,Brad Marchand,BOS,1134.6226
46,12,37,0.38596,4,73,21,Marchand,0,74,8473419,27,67,0.9178000000000001,L,9,29,20222023,0,1,0.11475,L,183,Brad Marchand,BOS,1111.6849
25,23,39,0.48905000000000004,11,81,52,Kreider,0,24,8475184,19,77,0.9506100000000001,L,26,35,20212022,3,3,0.20155,L,258,Chris Kreider,NYR,1123.8024
18,24,33,0.45238000000000006,3,79,36,Kreider,1,26,8475184,21,54,0.68354,L,8,17,20222023,4,4,0.1572,L,229,Chris Kreider,NYR,1104.7848
24,21,40,0.37500000000000006,2,79,28,Kreider,0,57,8475184,4,52,0.65822,L,7,12,20182019,0,0,0.1393,L,201,Chris Kreider,NYR,1044.3544
21,15,32,0.43089000000000005,5,63,24,Kreider,0,58,8475184,13,45,0.71428,L,9,13,20192020,0,0,0.15384,L,156,Chris Kreider,NYR,1034.9841
10,9,16,0.4,4,50,20,Kreider,0,34,8475184,-1,30,0.6000000000000001,L,11,14,20202021,0,0,0.19607000000000002,L,102,Chris Kreider,NYR,1043.84
26,27,44,0.31372,6,82,41,Kempe,1,55,8477960,22,67,0.8170700000000001,R,11,20,20222023,3,3,0.164,L,250,Adrian Kempe,LAK,1125.4756
19,26,35,0.5,7,78,35,Kempe,2,46,8477960,-2,54,0.6923,R,6,16,20212022,3,3,0.14170000000000002,L,247,Adrian Kempe,LAK,1115.0256
21,7,18,0.41255000000000003,2,69,11,Kempe,1,29,8477960,-10,32,0.46376000000000006,R,2,10,20192020,2,4,0.07432000000000001,L,148,Adrian Kempe,LAK,960.7246
15,9,14,0.39705,2,56,14,Kempe,1,28,8477960,-18,29,0.51785,R,4,14,20202021,1,1,0.11023000000000001,L,127,Adrian Kempe,LAK,1015.9464
16,12,24,0.42625,2,81,12,Kempe,0,50,8477960,-10,28,0.34567000000000003,R,0,4,20182019,0,0,0.10169,L,118,Adrian Kempe,LAK,870.0123
30,23,40,0.46666,5,60,31,Konecny,0,77,8478439,-12,61,1.01666,R,5,15,20222023,3,6,0.1623,R,191,Travis Konecny,PHI,1206.9833
37,19,38,0.48979000000000006,3,66,24,Konecny,0,28,8478439,-1,61,0.9242400000000001,R,5,23,20192020,0,0,0.17021,R,141,Travis Konecny,PHI,1008.2272
36,13,42,0.41935000000000006,3,79,16,Konecny,0,77,8478439,-23,52,0.65822,R,3,10,20212022,0,0,0.07272,R,220,Travis Konecny,PHI,1056.7974
25,20,41,0.31818,3,82,24,Konecny,1,40,8478439,-4,49,0.5975600000000001,R,4,8,20182019,0,0,0.13186,R,182,Travis Konecny,PHI,915.6097
23,7,23,0.33333,1,50,11,Konecny,0,26,8478439,-5,34,0.68,R,4,11,20202021,0,0,0.11000000000000001,R,100,Travis Konecny,PHI,953.76
43,27,57,0.5409,6,78,43,Duchene,3,38,8475168,6,86,1.10256,C,16,29,20212022,0,0,0.18859,L,228,Matt Duchene,NSH,1140.8205
39,25,56,0.5531900000000001,1,73,31,Duchene,0,8,8475168,-3,70,0.9589000000000001,C,6,14,20182019,0,0,0.18023,L,172,Matt Duchene,"OTT,CBJ",1130.0547
34,17,43,0.52895,3,71,22,Duchene,1,32,8475168,4,56,0.78873,C,5,13,20222023,0,0,0.13095,L,168,Matt Duchene,NSH,1099.1971
29,8,31,0.56115,1,66,13,Duchene,0,24,8475168,-4,42,0.63636,C,5,11,20192020,0,0,0.09558000000000001,L,136,Matt Duchene,NSH,1012.8333
7,5,10,0.5382,0,34,6,Duchene,0,6,8475168,-12,13,0.38235,C,1,3,20202021,0,0,0.08219000000000001,L,73,Matt Duchene,NSH,949.9411
61,33,77,0.5555500000000001,5,81,47,Kaprizov,2,34,8478864,27,108,1.3333300000000001,L,14,31,20212022,0,0,0.16262000000000001,L,289,Kirill Kaprizov,MIN,1146.4691
35,23,43,0.4,6,67,40,Kaprizov,2,45,8478864,4,75,1.1194,L,17,32,20222023,0,0,0.15325000000000003,L,261,Kirill Kaprizov,MIN,1266.7611
24,19,38,0.125,3,55,27,Kaprizov,2,16,8478864,10,51,0.92727,L,8,13,20202021,0,0,0.17197,L,157,Kirill Kaprizov,MIN,1097.8545
40,16,46,0.47323000000000004,2,82,26,Suzuki,0,33,8480018,-13,66,0.8048700000000001,C,7,17,20222023,3,3,0.16049000000000002,R,162,Nick Suzuki,MTL,1265.7317
40,12,38,0.49574,4,82,21,Suzuki,0,30,8480018,-29,61,0.7439,C,8,20,20212022,1,3,0.11290000000000001,R,186,Nick Suzuki,MTL,1230.6097
26,9,26,0.43969,1,56,15,Suzuki,0,26,8480018,-5,41,0.73214,C,5,13,20202021,1,2,0.13636,R,110,Nick Suzuki,MTL,1090.8928
28,7,27,0.46282000000000006,1,71,13,Suzuki,0,6,8480018,-15,41,0.5774600000000001,C,6,14,20192020,0,0,0.0942,R,138,Nick Suzuki,MTL,959.3802
51,26,59,0.41563000000000005,3,78,39,Stützle,1,54,8482116,-3,90,1.15384,C,10,28,20222023,3,3,0.17105,L,228,Tim Stützle,OTT,1275.8974
36,14,31,0.38054000000000004,4,79,22,Stützle,1,37,8482116,-27,58,0.7341700000000001,C,7,26,20212022,1,1,0.125,L,176,Tim Stützle,OTT,1104.6835
17,8,20,0.29629,2,53,12,Stützle,0,14,8482116,-18,29,0.5471600000000001,C,4,9,20202021,0,0,0.10810000000000002,L,111,Tim Stützle,OTT,944.3773
49,21,52,0.5685800000000001,5,82,28,O'Reilly,2,12,8475158,22,77,0.9390200000000001,C,6,22,20182019,1,3,0.11965,L,234,Ryan O'Reilly,STL,1245.5243
49,9,42,0.56555,3,71,12,O'Reilly,1,10,8475158,11,61,0.8591500000000001,C,2,18,20192020,1,1,0.10169,L,118,Ryan O'Reilly,STL,1234.4366
37,12,41,0.56782,0,78,21,O'Reilly,0,12,8475158,11,58,0.74358,C,9,16,20212022,0,1,0.125,L,168,Ryan O'Reilly,STL,1144.8461
30,18,40,0.58779,4,56,24,O'Reilly,2,18,8475158,26,54,0.96428,C,4,12,20202021,2,2,0.18604,L,129,Ryan O'Reilly,STL,1244.9285
14,14,24,0.55754,4,53,16,O'Reilly,1,16,8475158,-21,30,0.56603,C,1,5,20222023,1,1,0.15686,L,102,Ryan O'Reilly,"STL,TOR",1076.3396
41,37,69,0.5445000000000001,8,82,47,Tavares,1,34,8475166,19,88,1.07317,C,10,19,20182019,0,0,0.16433,L,286,John Tavares,TOR,1145.3536
44,18,41,0.58313,9,80,36,Tavares,1,34,8475166,-7,80,1.0,C,18,39,20222023,0,0,0.12996000000000002,L,277,John Tavares,TOR,1059.3875
49,17,50,0.6058100000000001,3,79,27,Tavares,0,32,8475166,-8,76,0.9620200000000001,C,10,26,20212022,0,0,0.11392000000000001,L,237,John Tavares,TOR,1084.443
34,19,39,0.55286,4,63,26,Tavares,3,24,8475166,-7,60,0.9523800000000001,C,7,21,20192020,0,0,0.13197,L,197,John Tavares,TOR,1172.9682
31,13,38,0.55281,2,56,19,Tavares,0,14,8475166,12,50,0.89285,C,6,12,20202021,0,0,0.11656000000000001,L,163,John Tavares,TOR,1091.8214
39,30,58,0.47251000000000004,8,82,36,Nelson,1,24,8475754,13,75,0.91463,C,6,17,20222023,0,0,0.16216000000000003,L,222,Brock Nelson,NYI,1106.1219
22,26,45,0.49377000000000004,5,72,37,Nelson,0,33,8475754,-5,59,0.8194400000000001,C,11,14,20212022,0,0,0.21637,L,171,Brock Nelson,NYI,1060.7222
28,22,47,0.5176700000000001,5,68,26,Nelson,3,32,8475754,6,54,0.7941100000000001,C,4,7,20192020,0,0,0.14857,L,175,Brock Nelson,NYI,1131.5882
28,22,44,0.47672000000000003,3,82,25,Nelson,1,28,8475754,20,53,0.64634,C,2,8,20182019,1,1,0.13812000000000002,L,181,Brock Nelson,NYI,1078.3292
15,11,24,0.49363,4,56,18,Nelson,0,14,8475754,-5,33,0.58928,C,7,9,20202021,0,0,0.14876,L,121,Brock Nelson,NYI,1069.9107
50,14,49,,2,81,14,Dunn,1,55,8478407,28,64,0.79012,D,0,15,20222023,0,0,0.09395,L,149,Vince Dunn,SEA,1420.1604
23,9,27,0.0,4,78,12,Dunn,1,45,8478407,14,35,0.44871000000000005,D,3,8,20182019,0,0,0.08,L,150,Vince Dunn,STL,1051.9487
28,5,24,,0,73,7,Dunn,0,63,8478407,-21,35,0.47945000000000004,D,2,11,20212022,0,0,0.057850000000000006,L,121,Vince Dunn,SEA,1240.5342
14,5,13,,1,71,9,Dunn,0,27,8478407,15,23,0.32394,D,4,10,20192020,0,0,0.06521,L,138,Vince Dunn,STL,976.1971
14,4,13,,0,43,6,Dunn,0,18,8478407,-8,20,0.46511,D,2,7,20202021,0,0,0.08219000000000001,L,73,Vince Dunn,STL,1154.9534
38,25,51,0.51983,5,73,37,Hintz,0,30,8478449,31,75,1.02739,C,9,21,20222023,3,3,0.20108,L,184,Roope Hintz,DAL,1053.4657
35,25,44,0.5296700000000001,7,80,37,Hintz,1,28,8478449,15,72,0.9,C,9,24,20212022,3,4,0.17370000000000002,L,213,Roope Hintz,DAL,1082.1625
28,9,25,0.49253,1,41,15,Hintz,0,4,8478449,13,43,1.04878,C,6,18,20202021,0,0,0.16304000000000002,L,92,Roope Hintz,DAL,1093.9268
14,14,17,0.49855000000000005,5,60,19,Hintz,1,16,8478449,3,33,0.55,C,3,14,20192020,2,2,0.15833000000000003,L,120,Roope Hintz,DAL,884.9333
13,6,16,0.5425000000000001,3,58,9,Hintz,1,24,8478449,-11,22,0.37931000000000004,C,3,6,20182019,0,0,0.09090000000000001,L,99,Roope Hintz,DAL,843.3793
44,10,42,0.45923,2,82,15,Mittelstadt,1,22,8479999,-8,59,0.7195100000000001,C,4,16,20222023,1,1,0.11111000000000001,L,135,Casey Mittelstadt,BUF,943.6951
13,9,15,0.39738,1,77,12,Mittelstadt,0,10,8479999,-19,25,0.32467,C,3,10,20182019,0,0,0.10169,L,118,Casey Mittelstadt,BUF,807.1038
12,6,14,0.48979000000000006,2,41,10,Mittelstadt,0,10,8479999,-10,22,0.5365800000000001,C,3,6,20202021,1,2,0.16393000000000002,L,61,Casey Mittelstadt,BUF,952.9268
13,5,12,0.4469,1,40,6,Mittelstadt,1,4,8479999,-14,19,0.47500000000000003,C,1,7,20212022,0,0,0.07594000000000001,L,79,Casey Mittelstadt,BUF,967.225
5,3,7,0.46486000000000005,1,31,4,Mittelstadt,0,2,8479999,-5,9,0.29032,C,1,2,20192020,0,0,0.11764000000000001,L,34,Casey Mittelstadt,BUF,765.6129
56,16,47,0.49299000000000004,3,82,27,Malkin,0,82,8471215,-12,83,1.01219,C,11,36,20222023,0,0,0.1125,L,240,Evgeni Malkin,PIT,1114.8292
49,18,50,0.5034200000000001,5,55,25,Malkin,0,58,8471215,7,74,1.34545,C,7,24,20192020,0,0,0.14619000000000001,L,171,Evgeni Malkin,PIT,1171.2727
51,12,46,0.45683,5,68,21,Malkin,0,89,8471215,-25,72,1.05882,C,9,26,20182019,0,0,0.11229000000000001,L,187,Evgeni Malkin,PIT,1128.2352
22,11,22,0.43617000000000006,5,41,20,Malkin,1,24,8471215,-10,42,1.02439,C,9,20,20212022,0,0,0.15503,L,129,Evgeni Malkin,PIT,1099.7804
20,4,19,0.42458,0,33,8,Malkin,0,24,8471215,-4,28,0.8484800000000001,C,4,9,20202021,0,0,0.11111000000000001,L,72,Evgeni Malkin,PIT,1064.4545
32,16,39,0.47649,5,82,24,Karlsson,0,16,8476448,1,56,0.6829200000000001,C,7,14,20182019,1,3,0.14201000000000003,L,169,William Karlsson,VGK,1130.817
39,10,39,0.5534100000000001,2,82,14,Karlsson,0,10,8476448,14,53,0.64634,C,2,9,20222023,2,5,0.08695000000000001,L,161,William Karlsson,VGK,1048.1341
31,11,33,0.51902,1,63,15,Karlsson,0,16,8476448,11,46,0.7301500000000001,C,2,8,20192020,2,5,0.10869000000000001,L,138,William Karlsson,VGK,1131.9523
25,13,30,0.5401400000000001,4,56,14,Karlsson,1,4,8476448,19,39,0.69642,C,1,8,20202021,0,1,0.12612,L,111,William Karlsson,VGK,1120.1071
23,9,30,0.51678,0,67,12,Karlsson,0,10,8476448,3,35,0.5223800000000001,C,1,3,20212022,2,2,0.08888,L,135,William Karlsson,VGK,1096.9104
47,15,47,0.54391,5,80,32,Larkin,0,45,8477946,-7,79,0.9875,C,16,31,20222023,1,1,0.13114,L,244,Dylan Larkin,DET,1173.3375
41,23,55,0.54505,4,76,32,Larkin,4,75,8477946,-6,73,0.96052,C,7,15,20182019,2,3,0.11149,L,287,Dylan Larkin,DET,1310.5263
38,25,55,0.52325,4,71,31,Larkin,3,47,8477946,-18,69,0.9718300000000001,C,6,13,20212022,0,1,0.14622000000000002,L,212,Dylan Larkin,DET,1179.4366
34,14,39,0.52422,0,71,19,Larkin,0,39,8477946,-21,53,0.7464700000000001,C,5,14,20192020,0,0,0.08520000000000001,L,223,Dylan Larkin,DET,1274.9436
14,8,17,0.49452,0,44,9,Larkin,0,34,8477946,-14,23,0.5227200000000001,C,1,6,20202021,0,0,0.06716000000000001,L,134,Dylan Larkin,DET,1224.1363
63,19,61,0.57903,4,82,22,Giroux,1,24,8473512,9,85,1.03658,R,2,23,20182019,1,1,0.09606,R,229,Claude Giroux,PHI,1287.4024
44,28,54,0.5831200000000001,6,82,35,Giroux,1,34,8473512,4,79,0.9634100000000001,R,7,24,20222023,0,1,0.16355,R,214,Claude Giroux,OTT,1127.756
44,16,42,0.60279,0,75,21,Giroux,0,26,8473512,-5,65,0.8666600000000001,R,5,23,20212022,0,0,0.10243000000000001,R,205,Claude Giroux,"PHI,FLA",1144.2
32,13,31,0.59038,6,69,21,Giroux,0,28,8473512,7,53,0.7681100000000001,R,7,20,20192020,1,2,0.10659,R,197,Claude Giroux,PHI,1139.0869
27,15,32,0.5960500000000001,2,54,16,Giroux,0,12,8473512,-4,43,0.79629,R,1,11,20202021,0,0,0.13333,R,120,Claude Giroux,PHI,1086.3333
73,12,59,,2,80,23,Josi,0,46,8474600,13,96,1.2,D,11,37,20212022,0,0,0.08185,L,281,Roman Josi,NSH,1533.2625
49,12,42,,1,69,16,Josi,0,41,8474600,22,65,0.9420200000000001,D,4,23,20192020,0,0,0.06153000000000001,L,260,Roman Josi,NSH,1546.7391
41,10,35,,5,67,18,Josi,1,36,8474600,5,59,0.8805900000000001,D,8,24,20222023,0,0,0.06691000000000001,L,269,Roman Josi,NSH,1510.0298
41,13,43,0.0,4,82,15,Josi,0,42,8474600,9,56,0.6829200000000001,D,2,12,20182019,0,1,0.054740000000000004,L,274,Roman Josi,NSH,1509.9268
25,7,18,,3,48,8,Josi,2,20,8474600,-11,33,0.6875000000000001,D,1,14,20202021,0,1,0.05673,L,141,Roman Josi,NSH,1460.7708
47,27,61,0.47333000000000003,3,79,35,Skinner,1,39,8475784,15,82,1.03797,L,8,21,20222023,0,0,0.14462,L,242,Jeff Skinner,BUF,1043.8354
23,32,47,0.52159,7,82,40,Skinner,3,36,8475784,0,63,0.76829,L,8,16,20182019,0,0,0.14925000000000002,L,268,Jeff Skinner,BUF,1111.0853
30,28,52,0.40625000000000006,4,80,33,Skinner,0,42,8475784,-14,63,0.7875000000000001,L,5,11,20212022,0,0,0.12595,L,262,Jeff Skinner,BUF,1026.225
9,14,20,0.37209000000000003,1,59,14,Skinner,0,18,8475784,-22,23,0.38983,L,0,3,20192020,0,0,0.07650000000000001,L,183,Jeff Skinner,BUF,989.0508
7,6,13,0.46666,0,53,7,Skinner,0,14,8475784,-11,14,0.26415,L,1,1,20202021,0,0,0.06306,L,111,Jeff Skinner,BUF,871.2641
52,27,67,0.26666,7,82,33,Fiala,1,52,8477942,23,85,1.03658,L,5,17,20212022,1,1,0.12595,L,262,Kevin Fiala,MIN,1058.8292
49,16,48,0.5,2,69,23,Fiala,2,52,8477942,2,72,1.04347,L,7,24,20222023,0,0,0.11057000000000002,L,208,Kevin Fiala,LAK,1055.7101
31,14,36,0.22222000000000003,4,64,23,Fiala,1,42,8477942,-1,54,0.8437500000000001,L,9,18,20192020,0,0,0.13142,L,175,Kevin Fiala,MIN,924.0468
20,14,26,0.33333,5,50,20,Fiala,1,43,8477942,-2,40,0.8,L,6,14,20202021,0,0,0.12345,L,162,Kevin Fiala,MIN,1013.98
26,11,28,0.37500000000000006,2,83,13,Fiala,0,36,8477942,-23,39,0.46987000000000007,L,2,11,20182019,0,0,0.07471000000000001,L,174,Kevin Fiala,"NSH,MIN",938.3373
69,26,72,0.44827000000000006,6,79,40,Tkachuk,0,123,8479314,29,109,1.37974,L,14,36,20222023,0,1,0.12422000000000001,L,322,Matthew Tkachuk,FLA,1226.1518
62,30,75,0.46511,6,82,42,Tkachuk,0,68,8479314,57,104,1.26829,L,12,29,20212022,0,0,0.166,L,253,Matthew Tkachuk,CGY,1073.9634
43,23,53,0.46153000000000005,2,80,34,Tkachuk,0,62,8479314,14,77,0.9625000000000001,L,11,24,20182019,0,0,0.16425,L,207,Matthew Tkachuk,CGY,1055.9375
38,18,42,0.0,4,69,23,Tkachuk,2,74,8479314,-5,61,0.8840500000000001,L,5,19,20192020,0,0,0.12234,L,188,Matthew Tkachuk,CGY,1098.4782
27,12,28,0.42857000000000006,0,56,16,Tkachuk,0,55,8479314,6,43,0.76785,L,4,15,20202021,0,0,0.10596000000000001,L,151,Matthew Tkachuk,CGY,1089.375
49,30,65,0.3492,4,82,37,Keller,2,49,8479343,-2,86,1.04878,R,6,20,20222023,1,1,0.16591,L,223,Clayton Keller,ARI,1245.0121
35,22,50,0.42647,2,67,28,Keller,2,28,8479343,3,63,0.9402900000000001,R,5,11,20212022,1,2,0.15819000000000003,L,177,Clayton Keller,ARI,1208.3134
33,13,28,0.33333,5,82,14,Keller,0,24,8479343,-21,47,0.5731700000000001,R,1,19,20182019,0,0,0.07,L,200,Clayton Keller,ARI,1094.1097
27,15,29,0.38095,2,70,17,Keller,0,28,8479343,-6,44,0.6285700000000001,R,2,15,20192020,0,0,0.09239000000000001,L,184,Clayton Keller,ARI,977.7142
21,10,25,0.46341000000000004,3,56,14,Keller,0,18,8479343,-5,35,0.625,R,4,10,20202021,0,0,0.11290000000000001,L,124,Clayton Keller,ARI,999.5
34,22,48,0.28395000000000004,3,81,30,Hagel,0,54,8479542,23,64,0.79012,L,7,13,20222023,1,3,0.16853,L,178,Brandon Hagel,TBL,1118.8148
19,20,35,0.42105000000000004,3,77,25,Hagel,0,31,8479542,-18,44,0.57142,L,4,6,20212022,1,3,0.2,L,125,Brandon Hagel,"CHI,TBL",981.4025
15,9,20,0.39130000000000004,2,52,9,Hagel,2,11,8479542,-7,24,0.46153000000000005,L,0,3,20202021,0,1,0.0989,L,91,Brandon Hagel,CHI,839.3269
0,0,0,,0,1,0,Hagel,0,0,8479542,0,0,0.0,L,0,0,20192020,0,0,0.0,L,4,Brandon Hagel,CHI,708.0
58,9,41,,2,78,15,Dahlin,0,92,8480839,12,73,0.9358900000000001,D,6,32,20222023,0,0,0.07352,L,204,Rasmus Dahlin,BUF,1547.7435
40,10,31,,3,80,13,Dahlin,1,68,8480839,-22,53,0.6625000000000001,D,3,21,20212022,0,1,0.07647000000000001,L,170,Rasmus Dahlin,BUF,1440.8625
35,4,24,,4,82,9,Dahlin,0,34,8480839,-13,44,0.5365800000000001,D,5,20,20182019,0,0,0.05084,L,177,Rasmus Dahlin,BUF,1269.3292
36,2,21,,1,59,4,Dahlin,0,38,8480839,-7,40,0.67796,D,2,19,20192020,0,0,0.04444,L,90,Rasmus Dahlin,BUF,1157.7288
18,4,12,,0,56,5,Dahlin,0,26,8480839,-36,23,0.41071,D,1,11,20202021,0,0,0.04347,L,115,Rasmus Dahlin,BUF,1296.4821
34,18,39,0.38709000000000005,2,82,23,Raymond,2,16,8482078,-32,57,0.6951200000000001,L,5,18,20212022,0,0,0.125,R,184,Lucas Raymond,DET,1089.4146
28,12,26,0.29411000000000004,4,74,17,Raymond,0,24,8482078,-17,45,0.6081000000000001,L,5,19,20222023,0,0,0.12686,R,134,Lucas Raymond,DET,1042.554
38,20,48,0.5,3,81,22,Nyquist,1,12,8474679,1,60,0.7407400000000001,C,2,12,20182019,0,0,0.10784,L,204,Gustav Nyquist,"DET,SJS",1051.1851
35,10,39,0.46666,0,82,18,Nyquist,0,26,8474679,-12,53,0.64634,C,4,10,20212022,4,4,0.14754,L,122,Gustav Nyquist,CBJ,1070.439
27,11,32,0.51515,3,70,15,Nyquist,1,16,8474679,4,42,0.6000000000000001,C,3,9,20192020,1,1,0.09933,L,151,Gustav Nyquist,CBJ,1081.9428
16,9,24,0.43750000000000006,2,51,11,Nyquist,0,16,8474679,-9,27,0.52941,C,0,1,20222023,2,2,0.10784,L,102,Gustav Nyquist,"CBJ,MIN",1057.1764
60,14,48,,6,78,16,Morrissey,2,41,8477504,2,76,0.97435,D,2,28,20222023,0,0,0.09302,L,172,Josh Morrissey,WPG,1453.8717
25,6,22,,3,79,12,Morrissey,0,66,8477504,-3,37,0.46835000000000004,D,6,15,20212022,0,0,0.06936,L,173,Josh Morrissey,WPG,1419.5189
26,4,19,,0,65,5,Morrissey,0,24,8477504,1,31,0.47692000000000007,D,1,12,20192020,0,0,0.04166,L,120,Josh Morrissey,WPG,1366.2153
25,2,19,,2,59,6,Morrissey,1,14,8477504,9,31,0.52542,D,3,10,20182019,1,2,0.06315000000000001,L,95,Josh Morrissey,WPG,1344.305
17,3,12,,0,56,4,Morrissey,0,25,8477504,-1,21,0.37500000000000006,D,1,9,20202021,0,0,0.034480000000000004,L,116,Josh Morrissey,WPG,1412.9107
40,8,33,0.3421,2,82,22,Batherson,0,33,8480208,-35,62,0.75609,R,14,29,20222023,0,0,0.08835000000000001,R,249,Drake Batherson,OTT,1116.3658
27,14,30,0.4186,3,46,17,Batherson,1,32,8480208,4,44,0.95652,R,3,14,20212022,0,0,0.15454,R,110,Drake Batherson,OTT,1135.7173
17,12,19,0.38461,3,56,17,Batherson,0,8,8480208,-17,34,0.60714,R,5,15,20202021,0,0,0.15315,R,111,Drake Batherson,OTT,988.4285
7,2,4,0.57142,0,23,3,Batherson,0,13,8480208,-12,10,0.43478000000000006,R,1,6,20192020,0,0,0.09375000000000001,R,32,Drake Batherson,OTT,933.7826
6,1,6,0.7500000000000001,2,20,3,Batherson,0,6,8480208,-2,9,0.45,R,2,3,20182019,0,0,0.16666,R,18,Drake Batherson,OTT,804.9
20,16,36,0.47619000000000006,2,82,18,Coleman,0,54,8476399,9,38,0.46341000000000004,C,0,0,20222023,2,2,0.09574,L,188,Blake Coleman,CGY,912.1829
14,16,28,0.41603,3,78,22,Coleman,0,71,8476399,-19,36,0.46153000000000005,C,3,3,20182019,3,5,0.10328000000000001,L,213,Blake Coleman,NJD,1020.7307
17,15,31,0.10526,2,81,16,Coleman,0,60,8476399,16,33,0.40740000000000004,C,0,0,20212022,1,2,0.07547000000000001,L,212,Blake Coleman,CGY,889.2345
11,17,25,0.31543000000000004,2,66,21,Coleman,0,56,8476399,0,32,0.48484000000000005,C,1,3,20192020,3,4,0.10500000000000001,L,200,Blake Coleman,"NJD,TBL",1003.0757
17,12,29,0.22222000000000003,3,55,14,Coleman,1,37,8476399,15,31,0.5636300000000001,C,1,1,20202021,1,1,0.11475,L,122,Blake Coleman,TBL,927.909
52,17,51,0.0,5,82,20,Rielly,2,14,8476853,24,72,0.87804,D,3,21,20182019,0,0,0.08968000000000001,L,223,Morgan Rielly,TOR,1387.3292
58,8,42,,3,82,10,Rielly,0,40,8476853,16,68,0.8292600000000001,D,2,23,20212022,0,3,0.04524,L,221,Morgan Rielly,TOR,1424.2804
37,3,24,,1,65,4,Rielly,0,21,8476853,-9,41,0.6307600000000001,D,1,17,20222023,0,0,0.031740000000000004,L,126,Morgan Rielly,TOR,1302.2461
30,4,22,,1,55,5,Rielly,1,14,8476853,11,35,0.63636,D,1,12,20202021,0,1,0.0495,L,101,Morgan Rielly,TOR,1416.7454
24,3,20,0.0,2,47,3,Rielly,1,24,8476853,6,27,0.5744600000000001,D,0,7,20192020,0,0,0.024390000000000002,L,123,Morgan Rielly,TOR,1452.0425
46,20,53,0.33333,3,73,30,Buchnevich,1,34,8477402,29,76,1.04109,L,8,19,20212022,2,4,0.15075000000000002,L,199,Pavel Buchnevich,STL,1098.0136
41,18,44,0.29906000000000005,2,63,26,Buchnevich,0,36,8477402,14,67,1.06349,L,8,21,20222023,0,2,0.21138,L,123,Pavel Buchnevich,STL,1167.1746
