assists,evGoals,evPoints,faceoffWinPct,gameWinningGoals,gamesPlayed,goals,lastName,otGoals,penaltyMinutes,playerId,plusMinus,points,pointsPerGame,positionCode,ppGoals,ppPoints,seasonId,shGoals,shPoints,shootingPct,shootsCatches,shots,skaterFullName,teamAbbrevs,timeOnIcePerGame
28,16,36,0.22222000000000003,2,54,20,Buchnevich,0,42,8477402,12,48,0.8888800000000001,L,1,8,20202021,3,4,0.16666,L,120,Pavel Buchnevich,NYR,1123.9629
30,12,37,0.17391,1,68,16,Buchnevich,0,24,8477402,2,46,0.67647,L,4,9,20192020,0,0,0.10810000000000002,L,148,Pavel Buchnevich,NYR,1015.7794
17,14,26,0.28,1,64,21,Buchnevich,0,13,8477402,-10,38,0.59375,L,7,12,20182019,0,0,0.17647000000000002,L,119,Pavel Buchnevich,NYR,910.4843
29,19,38,0.43478000000000006,1,80,28,Bjorkstrand,0,16,8477416,-35,57,0.7125,R,9,19,20212022,0,0,0.13023,R,215,Oliver Bjorkstrand,CBJ,1076.9875
25,15,35,0.30508,1,81,20,Bjorkstrand,1,16,8477416,-1,45,0.5555500000000001,R,5,10,20222023,0,0,0.10101,R,198,Oliver Bjorkstrand,SEA,937.4074
26,16,38,0.42857000000000006,0,56,18,Bjorkstrand,0,23,8477416,-15,44,0.78571,R,2,6,20202021,0,0,0.12587,R,143,Oliver Bjorkstrand,CBJ,1056.5714
15,18,30,0.31578,5,49,21,Bjorkstrand,0,12,8477416,8,36,0.7346900000000001,R,3,6,20192020,0,0,0.12962,R,162,Oliver Bjorkstrand,CBJ,1076.4897
13,20,33,0.38461,1,77,23,Bjorkstrand,0,8,8477416,8,36,0.46753000000000006,R,3,3,20182019,0,0,0.14285,R,161,Oliver Bjorkstrand,CBJ,740.2987
29,17,45,0.275,2,54,18,Marchment,0,53,8478975,29,47,0.8703700000000001,L,1,2,20212022,0,0,0.14876,L,121,Mason Marchment,FLA,847.1111
19,10,26,0.4,2,68,12,Marchment,0,80,8478975,-6,31,0.45588000000000006,L,2,5,20222023,0,0,0.08108000000000001,L,148,Mason Marchment,DAL,942.3382
8,2,10,0.38235,0,33,2,Marchment,0,18,8478975,4,10,0.30303,L,0,0,20202021,0,0,0.04,L,50,Mason Marchment,FLA,848.1515
1,0,1,1.0,0,4,0,Marchment,0,0,8478975,0,1,0.25,L,0,0,20192020,0,0,0.0,L,3,Mason Marchment,TOR,485.0
30,5,23,,1,64,9,Hronek,0,34,8479425,7,39,0.6093700000000001,D,4,16,20222023,0,0,0.07258,R,124,Filip Hronek,"DET,VAN",1301.9843
33,3,31,,0,78,5,Hronek,0,36,8479425,-29,38,0.48717000000000005,D,2,7,20212022,0,0,0.037590000000000005,R,133,Filip Hronek,DET,1321.6153
22,8,21,,0,65,9,Hronek,0,46,8479425,-38,31,0.47692000000000007,D,1,10,20192020,0,0,0.07200000000000001,R,125,Filip Hronek,DET,1433.7538
24,2,15,,0,56,2,Hronek,0,16,8479425,-18,26,0.46428,D,0,11,20202021,0,0,0.01754,R,114,Filip Hronek,DET,1403.1607
18,4,17,,0,46,5,Hronek,0,30,8479425,-10,23,0.5,D,1,5,20182019,0,1,0.06849000000000001,R,73,Filip Hronek,DET,1197.6521
24,15,37,0.35555000000000003,1,82,15,Farabee,0,41,8480797,-1,39,0.4756,L,0,2,20222023,0,0,0.10344,L,145,Joel Farabee,PHI,1020.6463
18,17,31,0.4,1,55,20,Farabee,0,28,8480797,0,38,0.6909000000000001,L,3,7,20202021,0,0,0.16393000000000002,L,122,Joel Farabee,PHI,961.0909
17,15,30,0.28671,1,63,17,Farabee,0,50,8480797,-11,34,0.53968,L,1,3,20212022,1,1,0.14285,L,119,Joel Farabee,PHI,1055.2222
13,7,19,0.30000000000000004,1,52,8,Farabee,0,39,8480797,6,21,0.40384000000000003,L,1,2,20192020,0,0,0.09876000000000001,L,81,Joel Farabee,PHI,846.3269
55,17,51,0.38181000000000004,2,70,24,Zuccarello,0,24,8475692,21,79,1.12857,R,7,28,20212022,0,0,0.15094000000000002,L,159,Mats Zuccarello,MIN,1115.3571
45,13,38,0.4,3,78,22,Zuccarello,1,26,8475692,-3,67,0.8589700000000001,R,9,29,20222023,0,0,0.11111000000000001,L,198,Mats Zuccarello,MIN,1211.6153
28,9,25,0.33333,1,48,12,Zuccarello,0,24,8475692,-8,40,0.83333,R,3,15,20182019,0,0,0.11538000000000001,L,104,Mats Zuccarello,"NYR,DAL",1191.0833
22,12,30,0.64285,2,65,15,Zuccarello,0,18,8475692,-9,37,0.56923,R,3,7,20192020,0,0,0.15625,L,96,Mats Zuccarello,MIN,956.3692
24,8,29,0.34375000000000006,0,42,11,Zuccarello,0,8,8475692,9,35,0.83333,R,3,6,20202021,0,0,0.14864000000000002,L,74,Mats Zuccarello,MIN,1000.9047
29,15,40,0.526,0,82,16,Coyle,0,30,8475745,29,45,0.54878,C,0,0,20222023,1,5,0.11510000000000001,R,139,Charlie Coyle,BOS,1019.1829
28,13,34,0.49090000000000006,5,82,16,Coyle,2,32,8475745,-6,44,0.5365800000000001,C,3,9,20212022,0,1,0.12213000000000002,R,131,Charlie Coyle,BOS,1044.4756
21,13,30,0.46638,3,70,16,Coyle,0,21,8475745,9,37,0.5285700000000001,C,1,5,20192020,2,2,0.11034000000000001,R,145,Charlie Coyle,BOS,1007.3428
22,10,29,0.45868000000000003,2,81,12,Coyle,0,20,8475745,-1,34,0.41975,C,1,4,20182019,1,1,0.07741,R,155,Charlie Coyle,"MIN,BOS",1006.6172
10,5,13,0.48323000000000005,2,51,6,Coyle,0,20,8475745,-4,16,0.31372,C,0,2,20202021,1,1,0.07594000000000001,R,79,Charlie Coyle,BOS,977.3529
47,24,53,0.53864,8,82,33,Seguin,2,18,8475794,17,80,0.9756000000000001,C,9,27,20182019,0,0,0.09880000000000001,R,334,Tyler Seguin,DAL,1244.9024
33,14,35,0.58162,6,69,17,Seguin,3,22,8475794,-2,50,0.7246300000000001,C,3,15,20192020,0,0,0.06938000000000001,R,245,Tyler Seguin,DAL,1148.9565
29,13,37,0.54712,3,76,21,Seguin,1,24,8475794,3,50,0.6578900000000001,C,7,11,20222023,1,2,0.11111000000000001,R,189,Tyler Seguin,DAL,997.0526
25,21,36,0.5603800000000001,2,81,24,Seguin,1,30,8475794,-21,49,0.6049300000000001,C,3,13,20212022,0,0,0.11009000000000001,R,218,Tyler Seguin,DAL,1069.1111
0,2,2,0.54285,0,3,2,Seguin,0,0,8475794,0,2,0.66666,C,0,0,20202021,0,0,0.25,R,8,Tyler Seguin,DAL,1024.3333
39,23,57,0.5147900000000001,5,77,35,Hertl,1,18,8476881,5,74,0.96103,C,11,15,20182019,1,2,0.19886,L,176,Tomas Hertl,SJS,1141.1818
34,24,47,0.5245500000000001,6,82,30,Hertl,3,30,8476881,-9,64,0.7804800000000001,C,6,16,20212022,0,1,0.14634000000000003,L,205,Tomas Hertl,SJS,1196.4146
41,16,41,0.5480900000000001,1,79,22,Hertl,0,42,8476881,-36,63,0.7974600000000001,C,6,22,20222023,0,0,0.12021000000000001,L,183,Tomas Hertl,SJS,1156.8734
24,14,32,0.55227,2,50,19,Hertl,0,27,8476881,1,43,0.8600000000000001,C,4,10,20202021,1,1,0.16964,L,112,Tomas Hertl,SJS,1148.14
20,12,27,0.5481,1,48,16,Hertl,0,16,8476881,-18,36,0.7500000000000001,C,2,7,20192020,2,2,0.13675,L,117,Tomas Hertl,SJS,1106.7083
33,21,52,0.0,5,71,25,Ehlers,0,30,8477940,14,58,0.8169000000000001,L,3,5,20192020,1,1,0.12315000000000001,L,203,Nikolaj Ehlers,WPG,991.4084
27,24,46,0.66666,2,62,28,Ehlers,1,20,8477940,18,55,0.88709,L,4,9,20212022,0,0,0.11428,L,245,Nikolaj Ehlers,WPG,1084.2096
25,15,33,1.0,5,47,21,Ehlers,2,15,8477940,15,46,0.97872,L,6,13,20202021,0,0,0.14189000000000002,L,148,Nikolaj Ehlers,WPG,1015.1914
26,9,26,0.5,0,45,12,Ehlers,0,11,8477940,-2,38,0.8444400000000001,L,3,12,20222023,0,0,0.09090000000000001,L,132,Nikolaj Ehlers,WPG,938.8888
16,19,30,0.5,4,62,21,Ehlers,0,15,8477940,2,37,0.59677,L,2,7,20182019,0,0,0.13291,L,158,Nikolaj Ehlers,WPG,945.6774
46,36,62,0.14285,9,79,47,Connor,1,4,8478398,-3,93,1.17721,L,8,28,20212022,3,3,0.14826,L,317,Kyle Connor,WPG,1306.5063
49,23,51,0.28571,8,82,31,Connor,2,20,8478398,-11,80,0.9756000000000001,L,8,29,20222023,0,0,0.11355000000000001,L,273,Kyle Connor,WPG,1231.756
35,28,54,0.15384,7,71,38,Connor,1,34,8478398,4,73,1.02816,L,9,17,20192020,1,2,0.15899000000000002,L,239,Kyle Connor,WPG,1265.2535
32,22,46,0.61538,5,82,34,Connor,0,18,8478398,-7,66,0.8048700000000001,L,11,19,20182019,1,1,0.14977000000000001,L,227,Kyle Connor,WPG,1155.1585
24,16,37,0.6000000000000001,5,56,26,Connor,0,12,8478398,-4,50,0.89285,L,10,13,20202021,0,0,0.15662,L,166,Kyle Connor,WPG,1124.3035
59,20,58,0.49702,6,71,28,Kadri,0,71,8475172,13,87,1.22535,C,8,29,20212022,0,0,0.11336,L,247,Nazem Kadri,COL,1154.338
32,13,37,0.47487,4,82,24,Kadri,0,56,8475172,-19,56,0.6829200000000001,C,11,19,20222023,0,0,0.08988,L,267,Nazem Kadri,CGY,1032.5243
28,12,31,0.55205,5,73,16,Kadri,0,43,8475172,-2,44,0.6027300000000001,C,4,13,20182019,0,0,0.08695000000000001,L,184,Nazem Kadri,TOR,971.3835
17,15,25,0.56764,1,51,19,Kadri,0,97,8475172,7,36,0.7058800000000001,C,4,11,20192020,0,0,0.14285,L,133,Nazem Kadri,COL,1045.549
21,8,23,0.52759,3,56,11,Kadri,0,34,8475172,-7,32,0.57142,C,3,9,20202021,0,0,0.06470000000000001,L,170,Nazem Kadri,COL,988.1964
39,24,48,0.58333,4,82,34,Toffoli,2,28,8475726,16,73,0.89024,R,10,25,20222023,0,0,0.12686,R,268,Tyler Toffoli,CGY,996.6585
29,10,30,0.52941,1,74,20,Toffoli,0,14,8475726,-5,49,0.6621600000000001,R,8,16,20212022,2,3,0.10256000000000001,R,195,Tyler Toffoli,"MTL,CGY",978.2027
16,19,31,0.38888000000000006,5,52,28,Toffoli,0,24,8475726,0,44,0.8461500000000001,R,7,10,20202021,2,3,0.17721,R,158,Tyler Toffoli,MTL,1051.423
20,19,34,0.28571,4,68,24,Toffoli,1,20,8475726,-1,44,0.64705,R,5,10,20192020,0,0,0.11822,R,203,Tyler Toffoli,"LAK,VAN",1010.9117
21,10,29,0.47058000000000005,3,82,13,Toffoli,2,23,8475726,-16,34,0.41463000000000005,R,3,5,20182019,0,0,0.05752,R,226,Tyler Toffoli,LAK,1032.7439
36,25,46,0.43000000000000005,4,76,30,Marchessault,0,36,8476539,3,66,0.8684200000000001,R,5,20,20212022,0,0,0.11952000000000002,R,251,Jonathan Marchessault,VGK,1053.8157
34,20,43,0.37246,6,82,25,Marchessault,1,52,8476539,2,59,0.7195100000000001,R,5,16,20182019,0,0,0.08992000000000001,R,278,Jonathan Marchessault,VGK,1088.7926
29,19,41,0.37500000000000006,4,76,28,Marchessault,1,21,8476539,2,57,0.7500000000000001,R,9,16,20222023,0,0,0.11965,R,234,Jonathan Marchessault,VGK,1028.421
25,16,35,0.42647,3,66,22,Marchessault,1,28,8476539,6,47,0.7121200000000001,R,6,12,20192020,0,0,0.09361000000000001,R,235,Jonathan Marchessault,VGK,1036.9545
26,15,38,0.46590000000000004,4,55,18,Marchessault,2,39,8476539,19,44,0.8,R,3,6,20202021,0,0,0.10227000000000001,R,176,Jonathan Marchessault,VGK,1045.4181
26,8,23,,2,48,8,Matheson,1,33,8476875,7,34,0.70833,D,0,9,20222023,0,2,0.06349,L,126,Mike Matheson,MTL,1467.1041
20,11,29,,5,74,11,Matheson,0,33,8476875,12,31,0.41891000000000006,D,0,2,20212022,0,0,0.07857,L,140,Mike Matheson,PIT,1127.9459
19,8,19,0.0,2,75,8,Matheson,1,44,8476875,-24,27,0.36000000000000004,D,0,6,20182019,0,2,0.06201,L,129,Mike Matheson,FLA,1339.08
12,7,18,,1,59,8,Matheson,0,14,8476875,-1,20,0.33898,D,1,2,20192020,0,0,0.07692,L,104,Mike Matheson,FLA,1082.1355
11,5,15,,1,44,5,Matheson,0,28,8476875,9,16,0.36363,D,0,1,20202021,0,0,0.05813000000000001,L,86,Mike Matheson,PIT,1118.3181
37,12,32,,2,82,14,Gostisbehere,1,26,8476906,-23,51,0.62195,D,2,19,20212022,0,0,0.09271,L,151,Shayne Gostisbehere,ARI,1331.4268
28,6,24,,2,75,13,Gostisbehere,0,32,8476906,-5,41,0.54666,D,5,15,20222023,2,2,0.08387,L,155,Shayne Gostisbehere,"ARI,CAR",1249.0
28,5,23,,2,78,9,Gostisbehere,1,22,8476906,-20,37,0.47435000000000005,D,4,14,20182019,0,0,0.05,L,180,Shayne Gostisbehere,PHI,1179.5512
11,4,11,,0,41,9,Gostisbehere,0,6,8476906,-2,20,0.48780000000000007,D,5,9,20202021,0,0,0.10588,L,85,Shayne Gostisbehere,PHI,1196.4146
7,4,7,,1,42,5,Gostisbehere,0,20,8476906,-4,12,0.28571,D,1,5,20192020,0,0,0.06849000000000001,L,73,Shayne Gostisbehere,PHI,1097.5714
19,17,32,0.41176,1,81,22,Vatrano,1,66,8478366,-29,41,0.50617,R,5,9,20222023,0,0,0.09523000000000001,L,231,Frank Vatrano,ANA,1000.716
15,22,31,0.39473,1,81,24,Vatrano,0,38,8478366,-10,39,0.48148,R,2,8,20182019,0,0,0.11538000000000001,L,208,Frank Vatrano,FLA,879.7407
18,12,30,0.30000000000000004,4,69,16,Vatrano,0,30,8478366,-8,34,0.49275,R,2,2,20192020,2,2,0.09876000000000001,L,162,Frank Vatrano,FLA,901.0144
14,17,30,0.48000000000000004,3,71,18,Vatrano,1,22,8478366,4,32,0.45070000000000005,R,1,2,20212022,0,0,0.11180000000000001,L,161,Frank Vatrano,"FLA,NYR",789.5492
8,16,22,0.2,7,56,18,Vatrano,3,26,8478366,8,26,0.46428,R,2,4,20202021,0,0,0.11392000000000001,L,158,Frank Vatrano,FLA,870.9821
48,22,55,0.4,4,74,27,Kyrou,0,20,8479385,10,75,1.01351,C,5,19,20212022,0,1,0.14361000000000002,R,188,Jordan Kyrou,STL,994.5405
36,26,49,0.35714,5,79,37,Kyrou,1,22,8479385,-38,73,0.92405,C,11,23,20222023,0,1,0.13602,R,272,Jordan Kyrou,STL,1080.2151
21,14,32,0.5,2,55,14,Kyrou,0,12,8479385,1,35,0.63636,C,0,3,20202021,0,0,0.14285,R,98,Jordan Kyrou,STL,865.4363
5,4,8,0.4,0,28,4,Kyrou,0,8,8479385,1,9,0.32142000000000004,C,0,1,20192020,0,0,0.10256000000000001,R,39,Jordan Kyrou,STL,653.6428
2,1,3,1.0,0,16,1,Kyrou,0,4,8479385,-1,3,0.18750000000000003,C,0,0,20182019,0,0,0.0625,R,16,Jordan Kyrou,STL,579.5625
62,9,38,,2,79,11,Heiskanen,1,32,8480036,12,73,0.92405,D,2,34,20222023,0,1,0.05339000000000001,L,206,Miro Heiskanen,DAL,1529.4683
31,2,25,,1,70,5,Heiskanen,1,24,8480036,3,36,0.5142800000000001,D,3,11,20212022,0,0,0.03205,L,156,Miro Heiskanen,DAL,1493.2285
27,8,28,,0,68,8,Heiskanen,0,12,8480036,14,35,0.5147,D,0,7,20192020,0,0,0.04907,L,163,Miro Heiskanen,DAL,1426.0
21,10,24,,4,82,12,Heiskanen,0,16,8480036,-14,33,0.40243,D,2,8,20182019,0,1,0.06593,L,182,Miro Heiskanen,DAL,1386.7926
19,5,16,,1,55,8,Heiskanen,0,12,8480036,-9,27,0.49090000000000006,D,3,11,20202021,0,0,0.06611,L,121,Miro Heiskanen,DAL,1498.0545
48,24,54,0.48366000000000003,6,82,35,Tkachuk,2,126,8480801,-10,83,1.01219,L,11,29,20222023,0,0,0.10086,L,347,Brady Tkachuk,OTT,1117.9268
37,21,50,0.50114,3,79,30,Tkachuk,1,117,8480801,-7,67,0.8481000000000001,L,9,17,20212022,0,0,0.10416,L,288,Brady Tkachuk,OTT,1127.9367
23,18,35,0.48993000000000003,3,71,22,Tkachuk,1,75,8480801,-10,45,0.6338,L,4,10,20182019,0,0,0.1028,L,214,Brady Tkachuk,OTT,961.4929
23,19,36,0.46153000000000005,3,71,21,Tkachuk,1,106,8480801,-14,44,0.6197100000000001,L,2,8,20192020,0,0,0.08108000000000001,L,259,Brady Tkachuk,OTT,1136.0563
19,12,26,0.47389000000000003,3,56,17,Tkachuk,1,69,8480801,-17,36,0.64285,L,5,10,20202021,0,0,0.07727,L,220,Brady Tkachuk,OTT,1093.7857
20,18,30,0.5,3,67,23,Caufield,2,10,8481540,-24,43,0.6417900000000001,R,5,13,20212022,0,0,0.12234,R,188,Cole Caufield,MTL,1000.8208
10,19,26,,3,46,26,Caufield,0,2,8481540,-10,36,0.7826000000000001,R,7,10,20222023,0,0,0.16455,R,158,Cole Caufield,MTL,1082.9782
1,4,5,,2,10,4,Caufield,2,2,8481540,-1,5,0.5,R,0,0,20202021,0,0,0.13333,R,30,Cole Caufield,MTL,837.6
38,10,36,0.0,1,64,11,Maccelli,0,18,8481711,0,49,0.7656200000000001,L,1,13,20222023,0,0,0.18032,L,61,Matias Maccelli,ARI,940.8906
5,1,5,1.0,0,23,1,Maccelli,0,4,8481711,-10,6,0.26086000000000004,L,0,1,20212022,0,0,0.047610000000000006,L,21,Matias Maccelli,ARI,851.826
23,15,34,0.44000000000000006,4,68,17,Jarvis,1,18,8482093,11,40,0.58823,C,2,6,20212022,0,0,0.15454,R,110,Seth Jarvis,CAR,832.5
25,13,33,0.34615,0,82,14,Jarvis,0,12,8482093,10,39,0.4756,C,0,5,20222023,1,1,0.07486000000000001,R,187,Seth Jarvis,CAR,972.2073
19,2,21,0.47222000000000003,0,53,3,Byfield,0,30,8482124,13,22,0.41509,R,1,1,20222023,0,0,0.04054000000000001,L,74,Quinton Byfield,LAK,843.8301
5,5,9,0.45421000000000006,1,40,5,Byfield,0,20,8482124,-7,10,0.25,R,0,1,20212022,0,0,0.1282,L,39,Quinton Byfield,LAK,729.4
1,0,1,0.39393000000000006,0,6,0,Byfield,0,2,8482124,1,1,0.16666,R,0,0,20202021,0,0,0.0,L,9,Quinton Byfield,LAK,900.5
