faceoffWinPct,gameDate,homeRoad,opponentTeamAbbrev,penaltyKillPct,powerPlayPct,shotsAgainstPerGame,shotsForPerGame,teamFullName,teamId,wins,daysSinceLastGame,winStreak,gamesPlayed
0.6119399999999999,2023-11-19,H,VGK,1.0,0.0,38.0,32.0,Pittsburgh Penguins,5,1,1,0,16
0.52459,2023-11-22,H,NYR,1.0,0.0,36.0,32.0,Pittsburgh Penguins,5,0,3,1,17
0.492063,2023-11-24,R,BUF,0.75,0.0,34.0,33.0,Pittsburgh Penguins,5,0,2,0,18
0.459016,2023-11-25,H,TOR,1.0,0.0,33.0,35.0,Pittsburgh Penguins,5,1,1,0,19
0.470588,2023-11-28,R,NSH,1.0,0.0,25.0,31.0,Pittsburgh Penguins,5,0,3,1,20
0.6222219999999999,2023-11-30,R,TBL,0.5,0.0,41.0,29.0,Pittsburgh Penguins,5,1,2,0,21
0.617647,2023-12-02,H,PHI,0.75,0.0,33.0,32.0,Pittsburgh Penguins,5,0,2,1,22
0.442307,2023-12-04,R,PHI,1.0,0.0,33.0,32.0,Pittsburgh Penguins,5,0,2,0,23
0.592592,2023-12-06,R,TBL,0.5,0.0,27.0,25.0,Pittsburgh Penguins,5,0,2,0,24
0.473684,2023-12-08,R,FLA,1.0,0.0,33.0,26.0,Pittsburgh Penguins,5,0,2,0,25
0.6206889999999999,2023-12-12,H,ARI,0.6,0.3999999999999999,21.0,43.0,Pittsburgh Penguins,5,1,4,0,26
0.4833329999999999,2023-12-13,R,MTL,0.75,0.666666,42.0,30.0,Pittsburgh Penguins,5,1,1,1,27
0.589285,2023-12-16,R,TOR,0.714286,0.0,35.0,38.0,Pittsburgh Penguins,5,0,3,2,28
0.578947,2023-12-18,H,MIN,1.0,0.3999999999999999,27.0,30.0,Pittsburgh Penguins,5,1,2,0,29
0.491803,2023-12-21,H,CAR,1.0,0.0,24.0,25.0,Pittsburgh Penguins,5,1,3,1,30
0.590163,2023-12-23,R,OTT,1.0,0.1428569999999999,26.0,34.0,Pittsburgh Penguins,5,0,2,2,31
0.548387,2023-12-27,R,NYI,1.0,0.0,22.0,32.0,Pittsburgh Penguins,5,1,4,0,32
0.6721309999999999,2023-12-30,H,STL,0.666667,0.333333,27.0,30.0,Pittsburgh Penguins,5,1,3,1,33
0.609375,2023-12-31,H,NYI,1.0,0.0,38.0,38.0,Pittsburgh Penguins,5,1,1,2,34
0.551724,2024-01-02,H,WSH,0.5,0.333333,22.0,35.0,Pittsburgh Penguins,5,0,2,3,35
0.65,2024-01-04,R,BOS,1.0,0.333333,29.0,35.0,Pittsburgh Penguins,5,1,2,0,36
0.534482,2024-01-06,H,BUF,1.0,0.1999999999999999,32.0,41.0,Pittsburgh Penguins,5,0,2,1,37
0.454545,2024-01-08,R,PHI,0.5,0.1666659999999999,37.0,39.0,Pittsburgh Penguins,5,1,2,0,38
0.525423,2024-01-11,H,VAN,0.5,0.0,29.0,35.0,Pittsburgh Penguins,5,0,3,1,39
0.491525,2024-01-13,R,CAR,1.0,0.0,35.0,40.0,Pittsburgh Penguins,5,0,2,0,40
0.6,2024-01-15,H,SEA,1.0,0.0,22.0,33.0,Pittsburgh Penguins,5,1,2,0,41
0.559322,2024-01-20,R,VGK,1.0,0.0,29.0,25.0,Pittsburgh Penguins,5,0,5,1,42
0.621212,2024-01-22,R,ARI,0.666667,0.0,26.0,27.0,Pittsburgh Penguins,5,0,2,0,43
0.555555,2024-01-26,H,FLA,0.3333339999999999,0.125,31.0,37.0,Pittsburgh Penguins,5,0,4,0,44
0.610169,2024-01-27,H,MTL,0.0,0.0,27.0,33.0,Pittsburgh Penguins,5,1,1,0,45
0.6170209999999999,2024-02-06,H,WPG,1.0,0.666666,23.0,27.0,Pittsburgh Penguins,5,1,10,1,46
0.540983,2024-02-09,R,MIN,0.8333339999999999,0.1666659999999999,30.0,36.0,Pittsburgh Penguins,5,0,3,2,47
0.6046509999999999,2024-02-10,R,WPG,1.0,0.0,31.0,36.0,Pittsburgh Penguins,5,0,1,0,48
0.51923,2024-02-14,H,FLA,0.5,0.0,23.0,27.0,Pittsburgh Penguins,5,0,4,0,49
0.638297,2024-02-15,R,CHI,1.0,0.0,28.0,27.0,Pittsburgh Penguins,5,1,1,0,50
0.610169,2024-02-18,H,LAK,1.0,0.1999999999999999,34.0,30.0,Pittsburgh Penguins,5,0,3,1,51
0.578125,2024-02-20,H,NYI,1.0,0.0,33.0,41.0,Pittsburgh Penguins,5,0,2,0,52
0.5185179999999999,2024-02-22,H,MTL,1.0,0.5,31.0,27.0,Pittsburgh Penguins,5,1,2,0,53
0.47619,2024-02-25,H,PHI,0.7999999999999999,0.5,21.0,32.0,Pittsburgh Penguins,5,1,3,1,54
0.629629,2023-10-11,H,CHI,1.0,0.0,21.0,33.0,Boston Bruins,6,1,0,0,0
0.421875,2023-10-14,H,NSH,1.0,0.3999999999999999,36.0,30.0,Boston Bruins,6,1,3,1,1
0.4677409999999999,2023-10-19,R,SJS,1.0,0.0,27.0,36.0,Boston Bruins,6,1,5,2,2
0.48,2023-10-21,R,LAK,0.8333339999999999,0.25,34.0,25.0,Boston Bruins,6,1,2,3,3
0.5,2023-10-22,R,ANA,1.0,0.0,31.0,26.0,Boston Bruins,6,1,1,4,4
0.507692,2023-10-24,R,CHI,1.0,0.0,23.0,43.0,Boston Bruins,6,1,2,5,5
0.525423,2023-10-26,H,ANA,1.0,0.333333,32.0,30.0,Boston Bruins,6,0,2,6,6
0.4782599999999999,2023-10-28,H,DET,1.0,0.25,24.0,31.0,Boston Bruins,6,1,2,0,7
0.438596,2023-10-30,H,FLA,1.0,0.0,37.0,26.0,Boston Bruins,6,1,2,1,8
0.660714,2023-11-02,H,TOR,1.0,0.0,35.0,40.0,Boston Bruins,6,1,3,2,9
0.532258,2023-11-04,R,DET,0.75,0.25,40.0,30.0,Boston Bruins,6,0,2,3,10
0.546875,2023-11-06,R,DAL,1.0,0.25,37.0,29.0,Boston Bruins,6,1,2,0,11
0.442307,2023-11-09,H,NYI,0.0,0.666666,29.0,35.0,Boston Bruins,6,1,3,1,12
0.45238,2023-11-11,R,MTL,0.75,0.25,27.0,28.0,Boston Bruins,6,0,2,2,13
0.51923,2023-11-14,R,BUF,1.0,0.333333,34.0,32.0,Boston Bruins,6,1,3,0,14
0.5,2023-11-18,H,MTL,1.0,0.3999999999999999,22.0,44.0,Boston Bruins,6,1,4,1,15
0.4499999999999999,2023-11-20,R,TBL,0.8333339999999999,0.0,47.0,27.0,Boston Bruins,6,0,2,2,16
0.62745,2023-11-22,R,FLA,1.0,0.0,28.0,25.0,Boston Bruins,6,1,2,0,17
0.5079359999999999,2023-11-24,H,DET,0.666667,0.333333,28.0,27.0,Boston Bruins,6,0,2,1,18
0.4142849999999999,2023-11-25,R,NYR,0.666667,0.333333,40.0,31.0,Boston Bruins,6,0,1,0,19
0.5,2023-11-27,R,CBJ,0.7999999999999999,0.0,40.0,33.0,Boston Bruins,6,0,2,0,20
0.527272,2023-11-30,H,SJS,1.0,0.25,26.0,37.0,Boston Bruins,6,1,3,0,21
0.459016,2023-12-02,R,TOR,1.0,0.0,40.0,37.0,Boston Bruins,6,1,2,1,22
0.5106379999999999,2023-12-03,H,CBJ,1.0,0.333333,25.0,28.0,Boston Bruins,6,1,1,2,23
0.5,2023-12-07,H,BUF,1.0,0.0,35.0,32.0,Boston Bruins,6,0,4,3,24
0.7,2023-12-09,H,ARI,1.0,0.333333,33.0,29.0,Boston Bruins,6,1,2,0,25
0.508474,2023-12-13,R,NJD,1.0,0.0,35.0,24.0,Boston Bruins,6,0,4,1,26
0.43421,2023-12-15,R,NYI,0.5,1.0,37.0,34.0,Boston Bruins,6,1,2,0,27
0.42,2023-12-16,H,NYR,0.8333339999999999,0.0,34.0,22.0,Boston Bruins,6,0,1,1,28
0.622641,2023-12-19,H,MIN,0.0,0.333333,30.0,43.0,Boston Bruins,6,0,3,0,29
0.4264699999999999,2023-12-22,R,WPG,0.3333339999999999,0.0,33.0,25.0,Boston Bruins,6,0,3,0,30
0.446428,2023-12-23,R,MIN,0.7999999999999999,0.5,35.0,21.0,Boston Bruins,6,0,1,0,31
0.546875,2023-12-27,R,BUF,1.0,0.75,26.0,25.0,Boston Bruins,6,1,4,0,32
0.274509,2023-12-30,H,NJD,0.5,1.0,33.0,31.0,Boston Bruins,6,1,3,1,33
0.320754,2023-12-31,R,DET,0.8333339999999999,0.0,30.0,24.0,Boston Bruins,6,1,1,2,34
0.403508,2024-01-02,R,CBJ,1.0,0.333333,27.0,27.0,Boston Bruins,6,1,2,3,35
0.35,2024-01-04,H,PIT,0.666667,0.0,35.0,29.0,Boston Bruins,6,0,2,4,36
0.52,2024-01-06,H,TBL,1.0,0.25,26.0,26.0,Boston Bruins,6,1,2,0,37
0.5499999999999999,2024-01-08,R,COL,0.8333339999999999,0.333333,36.0,26.0,Boston Bruins,6,0,2,1,38
0.582089,2024-01-09,R,ARI,0.666667,0.5,36.0,33.0,Boston Bruins,6,0,1,0,39
0.530612,2024-01-11,R,VGK,0.7999999999999999,0.0,25.0,33.0,Boston Bruins,6,0,2,0,40
0.469387,2024-01-13,R,STL,0.3333339999999999,0.25,23.0,35.0,Boston Bruins,6,1,2,0,41
0.5,2024-01-15,H,NJD,1.0,0.25,31.0,36.0,Boston Bruins,6,1,2,1,42
0.491803,2024-01-18,H,COL,1.0,0.333333,32.0,31.0,Boston Bruins,6,1,3,2,43
0.5090899999999999,2024-01-20,H,MTL,0.3333339999999999,0.333333,21.0,36.0,Boston Bruins,6,1,2,3,44
0.5,2024-01-22,H,WPG,1.0,0.0,21.0,21.0,Boston Bruins,6,1,2,4,45
0.52,2024-01-24,H,CAR,0.3333339999999999,0.0,33.0,28.0,Boston Bruins,6,0,2,5,46
0.490909,2024-01-25,R,OTT,0.666667,1.0,37.0,23.0,Boston Bruins,6,1,1,0,47
0.4150939999999999,2024-01-27,R,PHI,1.0,0.0,37.0,28.0,Boston Bruins,6,1,2,1,48
0.553191,2024-02-06,H,CGY,0.5,0.25,29.0,22.0,Boston Bruins,6,0,10,2,49
0.425925,2024-02-08,H,VAN,1.0,0.0,17.0,24.0,Boston Bruins,6,1,2,0,50
0.44186,2024-02-10,H,WSH,0.666667,0.0,29.0,18.0,Boston Bruins,6,0,2,1,51
0.5090899999999999,2024-02-13,H,TBL,0.666667,0.0,25.0,38.0,Boston Bruins,6,0,3,0,52
0.4782599999999999,2024-02-15,H,SEA,0.5,0.0,26.0,37.0,Boston Bruins,6,0,2,0,53
0.642857,2024-02-17,H,LAK,0.5,0.25,35.0,32.0,Boston Bruins,6,0,2,0,54
0.4776109999999999,2024-02-19,H,DAL,1.0,0.0,46.0,30.0,Boston Bruins,6,1,2,0,55
0.521126,2024-02-21,R,EDM,1.0,0.5,42.0,36.0,Boston Bruins,6,1,2,1,56
0.527272,2024-02-22,R,CGY,1.0,0.0,30.0,34.0,Boston Bruins,6,0,1,2,57
0.4057969999999999,2024-02-24,R,VAN,0.5,0.0,39.0,22.0,Boston Bruins,6,0,2,0,58
0.366666,2023-10-12,H,NYR,0.75,0.0,31.0,25.0,Buffalo Sabres,7,0,0,0,0
0.353846,2023-10-14,R,NYI,1.0,0.0,29.0,28.0,Buffalo Sabres,7,0,2,0,1
0.509433,2023-10-17,H,TBL,1.0,0.0,25.0,31.0,Buffalo Sabres,7,1,3,0,2
0.4461529999999999,2023-10-19,H,CGY,1.0,0.1999999999999999,36.0,27.0,Buffalo Sabres,7,0,2,1,3
0.6785709999999999,2023-10-21,H,NYI,1.0,0.0,25.0,42.0,Buffalo Sabres,7,1,2,0,4
0.4727269999999999,2023-10-23,H,MTL,0.666667,0.1999999999999999,27.0,37.0,Buffalo Sabres,7,0,2,1,5
0.4328349999999999,2023-10-24,R,OTT,0.7999999999999999,0.5,38.0,24.0,Buffalo Sabres,7,1,1,0,6
0.3928569999999999,2023-10-27,R,NJD,0.75,0.0,39.0,27.0,Buffalo Sabres,7,0,3,1,7
0.491228,2023-10-29,H,COL,1.0,0.0,23.0,29.0,Buffalo Sabres,7,1,2,0,8
0.459016,2023-11-01,R,PHI,1.0,0.0,40.0,15.0,Buffalo Sabres,7,1,3,1,9
0.6,2023-11-03,H,PHI,1.0,0.0,19.0,22.0,Buffalo Sabres,7,0,2,2,10
0.311475,2023-11-04,R,TOR,0.75,0.333333,28.0,41.0,Buffalo Sabres,7,1,1,0,11
0.404255,2023-11-07,R,CAR,0.75,0.25,27.0,21.0,Buffalo Sabres,7,0,3,1,12
0.272727,2023-11-10,H,MIN,0.6,0.0,35.0,25.0,Buffalo Sabres,7,1,3,0,13
0.3617019999999999,2023-11-11,R,PIT,0.666667,0.0,39.0,35.0,Buffalo Sabres,7,0,1,1,14
0.480769,2023-11-14,H,BOS,0.666667,0.0,32.0,34.0,Buffalo Sabres,7,0,3,0,15
0.480769,2023-11-17,R,WPG,1.0,0.0,18.0,28.0,Buffalo Sabres,7,0,3,0,16
0.5490189999999999,2023-11-19,R,CHI,1.0,0.333333,26.0,20.0,Buffalo Sabres,7,1,2,0,17
0.529411,2023-11-22,R,WSH,1.0,0.333333,30.0,27.0,Buffalo Sabres,7,0,3,1,18
0.5079359999999999,2023-11-24,H,PIT,1.0,0.25,33.0,34.0,Buffalo Sabres,7,1,2,0,19
0.428571,2023-11-25,R,NJD,0.0,1.0,37.0,12.0,Buffalo Sabres,7,0,1,1,20
0.276595,2023-11-27,R,NYR,0.666667,0.0,26.0,39.0,Buffalo Sabres,7,1,2,0,21
0.508474,2023-11-30,R,STL,0.5,0.0,20.0,46.0,Buffalo Sabres,7,0,3,1,22
0.45614,2023-12-02,R,CAR,0.0,0.0,37.0,22.0,Buffalo Sabres,7,0,2,0,23
0.4074069999999999,2023-12-03,H,NSH,1.0,,29.0,35.0,Buffalo Sabres,7,0,1,0,24
0.4754089999999999,2023-12-05,H,DET,0.75,0.3999999999999999,27.0,32.0,Buffalo Sabres,7,0,2,0,25
0.5,2023-12-07,R,BOS,1.0,0.0,32.0,35.0,Buffalo Sabres,7,1,2,0,26
0.4339619999999999,2023-12-09,H,MTL,0.75,0.0,31.0,48.0,Buffalo Sabres,7,0,2,1,27
0.581818,2023-12-11,H,ARI,1.0,0.0,23.0,38.0,Buffalo Sabres,7,1,2,0,28
0.5,2023-12-13,R,COL,0.5,0.0,29.0,30.0,Buffalo Sabres,7,0,2,1,29
0.555555,2023-12-15,R,VGK,0.75,0.0,35.0,27.0,Buffalo Sabres,7,1,2,0,30
0.447368,2023-12-16,R,ARI,1.0,0.0,22.0,28.0,Buffalo Sabres,7,0,1,1,31
0.546875,2023-12-19,H,CBJ,0.5,0.333333,34.0,29.0,Buffalo Sabres,7,0,3,0,32
0.4150939999999999,2023-12-21,H,TOR,0.75,0.1999999999999999,27.0,34.0,Buffalo Sabres,7,1,2,0,33
0.4666659999999999,2023-12-23,R,NYR,0.75,0.0,33.0,30.0,Buffalo Sabres,7,0,2,1,34
0.453125,2023-12-27,H,BOS,0.25,0.0,25.0,26.0,Buffalo Sabres,7,0,4,0,35
0.574074,2023-12-30,H,CBJ,1.0,0.0,20.0,42.0,Buffalo Sabres,7,1,3,0,36
0.5,2023-12-31,R,OTT,0.0,0.0,31.0,46.0,Buffalo Sabres,7,0,1,1,37
0.460317,2024-01-04,R,MTL,1.0,0.5,33.0,38.0,Buffalo Sabres,7,1,4,0,38
0.4655169999999999,2024-01-06,R,PIT,0.7999999999999999,0.0,41.0,32.0,Buffalo Sabres,7,1,2,1,39
0.625,2024-01-09,H,SEA,0.0,0.0,26.0,38.0,Buffalo Sabres,7,0,3,2,40
0.5,2024-01-11,H,OTT,1.0,0.333333,28.0,32.0,Buffalo Sabres,7,1,2,0,41
0.3962259999999999,2024-01-13,H,VAN,1.0,0.0,23.0,26.0,Buffalo Sabres,7,0,2,1,42
0.4821419999999999,2024-01-15,H,SJS,1.0,0.5,28.0,35.0,Buffalo Sabres,7,1,2,0,43
0.435897,2024-01-18,H,CHI,1.0,0.1666659999999999,19.0,31.0,Buffalo Sabres,7,1,3,1,44
0.469387,2024-01-20,H,TBL,1.0,0.0,16.0,27.0,Buffalo Sabres,7,0,2,2,45
0.4901959999999999,2024-01-23,R,ANA,0.75,0.333333,36.0,30.0,Buffalo Sabres,7,0,3,0,46
0.45614,2024-01-24,R,LAK,0.666667,0.0,40.0,37.0,Buffalo Sabres,7,1,1,0,47
0.449275,2024-01-27,R,SJS,1.0,0.0,26.0,36.0,Buffalo Sabres,7,1,3,1,48
0.402439,2024-02-06,H,DAL,0.7999999999999999,0.25,30.0,48.0,Buffalo Sabres,7,0,10,2,49
0.559322,2024-02-10,H,STL,0.5,0.0,26.0,34.0,Buffalo Sabres,7,0,4,0,50
0.3877549999999999,2024-02-13,H,LAK,1.0,0.5,33.0,24.0,Buffalo Sabres,7,1,3,0,51
0.561403,2024-02-15,H,FLA,0.666667,0.0,30.0,45.0,Buffalo Sabres,7,0,2,1,52
0.5,2024-02-17,R,MIN,0.75,0.0,32.0,28.0,Buffalo Sabres,7,1,2,0,53
0.413043,2024-02-19,H,ANA,1.0,0.5,14.0,37.0,Buffalo Sabres,7,0,2,1,54
0.3469379999999999,2024-02-21,R,MTL,1.0,0.333333,31.0,23.0,Buffalo Sabres,7,1,2,0,55
0.530612,2024-02-23,R,CBJ,0.666667,0.0,26.0,37.0,Buffalo Sabres,7,1,2,1,56
0.37037,2024-02-25,H,CAR,0.5,0.5,32.0,32.0,Buffalo Sabres,7,1,2,2,57
0.5185179999999999,2023-10-11,R,TOR,0.5,0.25,42.0,24.0,Montréal Canadiens,8,0,0,0,0
0.75,2023-10-14,H,CHI,1.0,0.0,30.0,36.0,Montréal Canadiens,8,1,3,0,1
0.545454,2023-10-17,H,MIN,0.625,0.0,35.0,28.0,Montréal Canadiens,8,0,3,1,2
0.584905,2023-10-21,H,WSH,1.0,0.1666659999999999,33.0,28.0,Montréal Canadiens,8,1,4,0,3
0.527272,2023-10-23,R,BUF,0.7999999999999999,0.333333,37.0,27.0,Montréal Canadiens,8,1,2,1,4
0.366666,2023-10-24,H,NJD,0.5,0.25,34.0,29.0,Montréal Canadiens,8,0,1,2,5
0.462962,2023-10-26,H,CBJ,0.5,0.3999999999999999,36.0,29.0,Montréal Canadiens,8,1,2,0,6
0.3999999999999999,2023-10-28,H,WPG,1.0,0.5,45.0,29.0,Montréal Canadiens,8,1,2,1,7
0.6,2023-10-30,R,VGK,0.666667,0.0,25.0,39.0,Montréal Canadiens,8,0,2,2,8
0.6349199999999999,2023-11-02,R,ARI,0.75,0.1999999999999999,35.0,30.0,Montréal Canadiens,8,0,3,0,9
0.492063,2023-11-04,R,STL,,0.25,35.0,33.0,Montréal Canadiens,8,0,2,0,10
0.526315,2023-11-07,H,TBL,0.6,0.1666659999999999,32.0,26.0,Montréal Canadiens,8,0,3,0,11
0.534482,2023-11-09,R,DET,1.0,0.3999999999999999,29.0,27.0,Montréal Canadiens,8,1,2,0,12
0.547619,2023-11-11,H,BOS,0.75,0.25,28.0,27.0,Montréal Canadiens,8,1,2,1,13
0.428571,2023-11-12,H,VAN,1.0,0.5,37.0,32.0,Montréal Canadiens,8,0,1,2,14
0.5,2023-11-14,H,CGY,1.0,0.0,29.0,35.0,Montréal Canadiens,8,0,2,0,15
0.514705,2023-11-16,H,VGK,0.571429,0.0,42.0,28.0,Montréal Canadiens,8,0,2,0,16
0.5,2023-11-18,R,BOS,0.6,0.0,44.0,22.0,Montréal Canadiens,8,0,2,0,17
0.491525,2023-11-22,R,ANA,0.0,0.0,33.0,28.0,Montréal Canadiens,8,1,4,0,18
0.5625,2023-11-24,R,SJS,0.5,0.0,33.0,24.0,Montréal Canadiens,8,1,2,1,19
0.6,2023-11-25,R,LAK,1.0,0.0,30.0,18.0,Montréal Canadiens,8,0,1,2,20
0.513513,2023-11-29,R,CBJ,1.0,,28.0,31.0,Montréal Canadiens,8,1,4,0,21
0.574074,2023-11-30,H,FLA,0.75,0.0,29.0,22.0,Montréal Canadiens,8,0,1,1,22
0.57377,2023-12-02,H,DET,0.75,0.1999999999999999,33.0,30.0,Montréal Canadiens,8,0,2,0,23
0.541666,2023-12-04,H,SEA,0.5,1.0,33.0,30.0,Montréal Canadiens,8,1,2,0,24
0.603448,2023-12-07,H,LAK,0.0,0.0,42.0,24.0,Montréal Canadiens,8,0,3,1,25
0.566037,2023-12-09,R,BUF,1.0,0.25,48.0,31.0,Montréal Canadiens,8,1,2,0,26
0.555555,2023-12-10,H,NSH,0.5,0.0,32.0,37.0,Montréal Canadiens,8,0,1,1,27
0.516666,2023-12-13,H,PIT,0.3333339999999999,0.25,30.0,42.0,Montréal Canadiens,8,0,3,0,28
0.673076,2023-12-16,H,NYI,1.0,0.0,33.0,41.0,Montréal Canadiens,8,1,3,0,29
0.537037,2023-12-18,R,WPG,1.0,0.666666,32.0,26.0,Montréal Canadiens,8,1,2,1,30
0.5090899999999999,2023-12-21,R,MIN,0.666667,0.1999999999999999,24.0,25.0,Montréal Canadiens,8,0,3,2,31
0.568627,2023-12-22,R,CHI,1.0,0.0,21.0,28.0,Montréal Canadiens,8,1,1,0,32
0.550724,2023-12-28,R,CAR,0.666667,0.25,31.0,21.0,Montréal Canadiens,8,0,6,1,33
0.591836,2023-12-30,R,FLA,0.3333339999999999,0.5,26.0,19.0,Montréal Canadiens,8,0,2,0,34
0.673076,2023-12-31,R,TBL,1.0,0.0,20.0,29.0,Montréal Canadiens,8,0,1,0,35
0.481481,2024-01-02,R,DAL,1.0,0.333333,33.0,18.0,Montréal Canadiens,8,1,2,0,36
0.539682,2024-01-04,H,BUF,0.5,0.0,38.0,33.0,Montréal Canadiens,8,0,2,1,37
0.5,2024-01-06,H,NYR,1.0,0.0,48.0,30.0,Montréal Canadiens,8,1,2,0,38
0.45614,2024-01-10,R,PHI,0.5,0.0,39.0,19.0,Montréal Canadiens,8,0,4,1,39
0.45614,2024-01-11,H,SJS,1.0,0.0,35.0,35.0,Montréal Canadiens,8,0,1,0,40
0.53125,2024-01-13,H,EDM,0.7999999999999999,0.25,41.0,24.0,Montréal Canadiens,8,0,2,0,41
0.614285,2024-01-15,H,COL,0.75,1.0,35.0,34.0,Montréal Canadiens,8,1,2,0,42
0.377777,2024-01-17,R,NJD,0.5,0.0,30.0,25.0,Montréal Canadiens,8,1,2,1,43
0.523809,2024-01-18,R,OTT,1.0,0.0,37.0,23.0,Montréal Canadiens,8,0,1,2,44
0.490909,2024-01-20,R,BOS,0.666667,0.666666,36.0,21.0,Montréal Canadiens,8,0,2,0,45
0.52,2024-01-23,H,OTT,1.0,0.0,28.0,25.0,Montréal Canadiens,8,0,3,0,46
0.48,2024-01-25,H,NYI,0.625,0.3999999999999999,46.0,26.0,Montréal Canadiens,8,1,2,0,47
0.38983,2024-01-27,R,PIT,1.0,1.0,33.0,27.0,Montréal Canadiens,8,0,2,1,48
0.508474,2024-02-06,R,WSH,1.0,0.5,39.0,26.0,Montréal Canadiens,8,1,10,0,49
0.431372,2024-02-10,H,DAL,1.0,0.0,38.0,20.0,Montréal Canadiens,8,0,4,1,50
0.5399999999999999,2024-02-11,H,STL,0.3999999999999999,0.0,36.0,32.0,Montréal Canadiens,8,0,1,0,51
0.509803,2024-02-13,H,ANA,1.0,0.333333,13.0,38.0,Montréal Canadiens,8,1,2,0,52
0.3823519999999999,2024-02-15,R,NYR,0.75,0.1999999999999999,31.0,36.0,Montréal Canadiens,8,0,2,1,53
0.576271,2024-02-17,H,WSH,0.0,0.333333,34.0,31.0,Montréal Canadiens,8,0,2,0,54
0.653061,2024-02-21,H,BUF,0.666667,0.0,23.0,31.0,Montréal Canadiens,8,0,4,0,55
0.481481,2024-02-22,R,PIT,0.5,0.0,27.0,31.0,Montréal Canadiens,8,0,1,0,56
0.3962259999999999,2024-02-24,R,NJD,0.5,,24.0,26.0,Montréal Canadiens,8,0,2,0,57
0.4776109999999999,2023-10-11,R,CAR,0.8333339999999999,0.0,42.0,30.0,Ottawa Senators,9,0,0,0,0
0.6166659999999999,2023-10-14,H,PHI,0.8333339999999999,0.6,21.0,31.0,Ottawa Senators,9,1,3,0,1
0.423728,2023-10-15,H,TBL,1.0,0.0,24.0,38.0,Ottawa Senators,9,1,1,1,2
0.603773,2023-10-18,H,WSH,1.0,0.1999999999999999,24.0,29.0,Ottawa Senators,9,1,3,2,3
0.618181,2023-10-21,H,DET,0.3999999999999999,0.1666659999999999,23.0,37.0,Ottawa Senators,9,0,3,3,4
0.567164,2023-10-24,H,BUF,0.5,0.1999999999999999,24.0,38.0,Ottawa Senators,9,0,3,0,5
0.522388,2023-10-26,R,NYI,0.75,0.125,38.0,47.0,Ottawa Senators,9,0,2,0,6
0.491525,2023-10-28,R,PIT,1.0,0.333333,43.0,26.0,Ottawa Senators,9,1,2,0,7
0.589285,2023-11-02,H,LAK,0.75,0.333333,38.0,26.0,Ottawa Senators,9,0,5,1,8
0.4477609999999999,2023-11-04,H,TBL,0.666667,0.25,38.0,28.0,Ottawa Senators,9,0,2,0,9
0.4375,2023-11-08,R,TOR,0.5,0.333333,30.0,31.0,Ottawa Senators,9,1,4,0,10
0.583333,2023-11-09,H,VAN,0.666667,0.0,16.0,30.0,Ottawa Senators,9,0,1,1,11
0.576271,2023-11-11,H,CGY,1.0,0.1999999999999999,25.0,38.0,Ottawa Senators,9,1,2,0,12
0.4375,2023-11-16,H,DET,1.0,0.1666659999999999,41.0,34.0,Ottawa Senators,9,1,5,1,13
0.603773,2023-11-18,H,MIN,1.0,0.0,25.0,31.0,Ottawa Senators,9,1,2,2,14
0.409836,2023-11-24,H,NYI,0.0,0.333333,26.0,31.0,Ottawa Senators,9,0,6,3,15
0.548387,2023-11-27,H,FLA,0.571429,0.0,37.0,20.0,Ottawa Senators,9,0,3,0,16
0.557692,2023-12-01,R,CBJ,0.0,0.1999999999999999,23.0,43.0,Ottawa Senators,9,0,4,0,17
0.5,2023-12-02,H,SEA,1.0,0.0,39.0,28.0,Ottawa Senators,9,1,1,0,18
0.4426219999999999,2023-12-05,H,NYR,0.75,0.0,35.0,36.0,Ottawa Senators,9,1,3,1,19
0.428571,2023-12-07,H,TOR,1.0,0.0,22.0,41.0,Ottawa Senators,9,0,2,2,20
0.5970139999999999,2023-12-09,R,DET,0.7999999999999999,0.333333,31.0,37.0,Ottawa Senators,9,1,2,0,21
0.473684,2023-12-12,H,CAR,0.0,0.0,28.0,32.0,Ottawa Senators,9,0,3,1,22
0.4901959999999999,2023-12-14,R,STL,1.0,0.0,30.0,34.0,Ottawa Senators,9,0,2,0,23
0.3999999999999999,2023-12-15,R,DAL,0.666667,0.0,24.0,29.0,Ottawa Senators,9,0,1,0,24
0.566666,2023-12-17,R,VGK,0.6,0.3999999999999999,31.0,25.0,Ottawa Senators,9,0,2,0,25
0.459016,2023-12-19,R,ARI,1.0,0.5,38.0,22.0,Ottawa Senators,9,0,2,0,26
0.4375,2023-12-21,R,COL,0.1999999999999999,0.1666659999999999,39.0,45.0,Ottawa Senators,9,0,2,0,27
0.409836,2023-12-23,H,PIT,0.857143,0.0,34.0,26.0,Ottawa Senators,9,1,2,0,28
0.4838699999999999,2023-12-27,R,TOR,1.0,0.0,36.0,30.0,Ottawa Senators,9,1,4,1,29
0.4727269999999999,2023-12-29,H,NJD,0.5,0.0,30.0,27.0,Ottawa Senators,9,0,2,2,30
0.5,2023-12-31,H,BUF,1.0,1.0,46.0,31.0,Ottawa Senators,9,1,2,0,31
0.490566,2024-01-02,R,VAN,0.0,0.0,26.0,38.0,Ottawa Senators,9,0,2,1,32
0.55102,2024-01-04,R,SEA,1.0,0.0,28.0,33.0,Ottawa Senators,9,0,2,0,33
